fund,family,method,rebalance_date,estimation_start,estimation_end,holding_end,observations,turnover,max_weight_observed
Combined Risk Parity,Combined,risk_parity,2022-09-01,2021-09-01,2022-08-31,2022-09-30,252,0.010947044521737411,0.03371800798477167
Combined Risk Parity,Combined,risk_parity,2022-10-03,2021-10-01,2022-09-30,2022-10-31,252,0.02034497355142006,0.03421496988734581
Combined Risk Parity,Combined,risk_parity,2022-11-01,2021-11-01,2022-10-31,2022-11-30,252,0.021866333304844776,0.03862473119930003
Combined Risk Parity,Combined,risk_parity,2022-12-01,2021-12-01,2022-11-30,2022-12-30,252,0.021617869869571406,0.04371184955279402
Combined Risk Parity,Combined,risk_parity,2023-01-03,2021-12-31,2022-12-30,2023-01-31,252,0.009516165872819636,0.04139684696050576
Combined Risk Parity,Combined,risk_parity,2023-02-01,2022-01-31,2023-01-31,2023-02-28,252,0.009554257680021393,0.040320134988880645
Combined Risk Parity,Combined,risk_parity,2023-03-01,2022-02-28,2023-02-28,2023-03-31,252,0.008533165065731405,0.040731837070606514
Combined Risk Parity,Combined,risk_parity,2023-04-03,2022-03-31,2023-03-31,2023-04-28,252,0.011412642342050187,0.04119372327051317
Combined Risk Parity,Combined,risk_parity,2023-05-01,2022-04-28,2023-04-28,2023-05-31,252,0.009526170685442712,0.04076548209665579
Combined Risk Parity,Combined,risk_parity,2023-06-01,2022-05-31,2023-05-31,2023-06-30,252,0.023971604689446712,0.040797515388420115
Combined Risk Parity,Combined,risk_parity,2023-07-03,2022-06-30,2023-06-30,2023-07-31,252,0.020165993271699295,0.04465753526197405
Combined Risk Parity,Combined,risk_parity,2023-08-01,2022-07-29,2023-07-31,2023-08-31,252,0.014190529229282095,0.043524400933568075
Combined Risk Parity,Combined,risk_parity,2023-09-01,2022-08-31,2023-08-31,2023-09-29,252,0.011443055204473054,0.04169609332878221
Combined Risk Parity,Combined,risk_parity,2023-10-02,2022-09-29,2023-09-29,2023-10-31,252,0.013300729958161197,0.04160787660819003
Combined Risk Parity,Combined,risk_parity,2023-11-01,2022-10-31,2023-10-31,2023-11-30,252,0.02374939604932238,0.04364333840243387
Combined Risk Parity,Combined,risk_parity,2023-12-01,2022-11-30,2023-11-30,2023-12-29,252,0.037065217941523516,0.038059255362283474
